"LV-Nr";"Fachname";"Typ";"Vortragende";"Lehrstuhl";"Link"
"12.00078";"Actions and Planning in AI: Learning, Models, and Algorithms";"UE";"Jansen, Niklas; Reiter, Jonas Laurenz";"Lehrstuhl für Maschinelles Lernen und Inferenz (Informatik 6)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563270"
"12.00056";"Actions and Planning in AI: Learning, Models, and Algorithms";"VO";"Geffner, Hector";"Lehrstuhl für Maschinelles Lernen und Inferenz (Informatik 6)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562834"
"12.00039";"Advanced Algorithmic Differentiation";"VU";"Naumann, Uwe; Kauerauf, Gero Fritz";"Lehr- und Forschungsgebiet Software und Werkzeuge für Computational Engineering";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563150"
"12.00029";"Advanced Algorithms";"SE";"Hoefer, Martin Karl Wilhelm";"Lehrstuhl für Algorithmen und Komplexität (Informatik 1)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/586995"
"61.31013";"Advanced Coding and Modulation";"UE";"Jax, Peter Johannes; Hahn, Johannes Christofer; Hardenbicker, Till Vincent";"Lehrstuhl und Institut für Kommunikationssysteme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560995"
"61.31012";"Advanced Coding and Modulation";"VO";"Jax, Peter Johannes; Hahn, Johannes Christofer; Hardenbicker, Till Vincent";"Lehrstuhl und Institut für Kommunikationssysteme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561296"
"12.24002";"Advanced Internet Technology (Übung)";"UE";"Büning, Julian Ruben; Fibich, Arthur Marcel; Hamza, Majd";"Lehrstuhl für Kommunikation und verteilte Systeme (Informatik 4)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560757"
"12.24001";"Advanced Internet Technology (Vorlesung)";"VO";"Wehrle, Klaus";"Lehrstuhl für Kommunikation und verteilte Systeme (Informatik 4)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560368"
"12.34452";"Advanced Machine Learning";"VO";"Leibe, Bastian";"Lehrstuhl für Computer Vision (Informatik 13)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560900"
"12.25112";"Advanced Process Mining";"UE";"van der Aalst, Willibrordus Martinus Pancratius; Knopp, Benedikt; Pitsch, Cameron; Peeva, Viki; Brockhoff, Tobias";"Lehrstuhl für Process and Data Science (Informatik 9)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562097"
"12.25111";"Advanced Process Mining";"VO";"van der Aalst, Willibrordus Martinus Pancratius";"Lehrstuhl für Process and Data Science (Informatik 9)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562096"
"12.00052";"Advanced Topics in IT-Security and Cryptograpy";"SE";"Drichel, Arthur; Ehrmanntraut, Vincent Cosme; Meyer, Ulrike Michaela";"Lehr- und Forschungsgebiet IT-Sicherheit";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563873"
"12.00104";"Advanced Topics in IT-Security and Cryptograpy";"SE";"Drichel, Arthur; Ehrmanntraut, Vincent Cosme; Meyer, Ulrike Michaela";"Lehr- und Forschungsgebiet IT-Sicherheit";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562849"
"12.00047";"Advanced Topics in Network Science";"SE";"Schaub, Michael Thomas";"Lehrstuhl für Computational Network Science";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563406"
"12.02001";"Advanced Topics in Reinforcement Learning and Planning";"SE";"Geffner, Hector";"Lehrstuhl für Maschinelles Lernen und Inferenz (Informatik 6)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/575648"
"12.00109";"Agentic AI in a 2D Video Game";"PR";"Hufnagel, Paul; Netz, Lukas Stephan Michael; Nqiri, Haron Samy; Thillmann, Henrik";"Lehrstuhl für Software Engineering (Informatik 3)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587080"
"12.00117";"AI as Co-Teacher? Opportunities and Challenges of Generative AI in Schools";"SE";"Ehlenz, Matthias Siegfried";"Lehr- und Forschungsgebiet Lerntechnologien";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587083"
"12.00060";"AI Self-Reflection - Understanding How LLMs Learn from Themselves";"SE";"Decker, Stefan Josef; Moosmann, Paul; Morad, Milad; Reiners, René";"Lehrstuhl für Informationssysteme und Datenbanken (Informatik 5)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587003"
"12.00030";"Aktuelle Themen der Effizienten Algorithmen";"SE";"Seibert, Sebastian";"Lehrstuhl für Algorithmen und Komplexität (Informatik 1)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/586996"
"12.58042";"Aktuelle Themen in der Fluidsimulation";"SE";"Bender, Jan Stephen";"Lehr- und Forschungsgebiet Computer Animation";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560320"
"11.33691";"Algebra";"VO";"Zerz, Eva Barbara";"Lehr- und Forschungsgebiet Mathematik (Algebra)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561105"
"11.33692";"Algebra (Übung)";"UE";"Rohde, Yannic; Zerz, Eva Barbara";"Lehr- und Forschungsgebiet Mathematik (Algebra)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561885"
"12.00092";"Algorithmische Spieltheorie";"VO";"Hoefer, Martin Karl Wilhelm";"Lehrstuhl für Algorithmen und Komplexität (Informatik 1)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/574215"
"12.00115";"Algorithms";"SE";"Hoefer, Martin Karl Wilhelm";"Lehrstuhl für Algorithmen und Komplexität (Informatik 1)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563905"
"15.00210";"Allgemeine Technische Chemie und Makromolekulare Chemie";"VO";"Hausoul, Peter Jozef; Mourran, Ahmed";"Lehrstuhl für Makromolekulare Materialien und Systeme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560825"
"41.00346";"Angewandte Konstruktion und Produktentwicklung I";"VO";"Behr, Marek; Bosse, Dennis; Corves, Burkhard; Heimes, Heiner Hans; Hüsing, Mathias; Kowalski, Julia; Reisgen, Uwe Kaspar; Schmitz, Katharina; Schröder, Kai-Uwe; Zerwas, Thilo Heiner Anton";"Lehrstuhl und Institut für Maschinenelemente und Systementwicklung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563791"
"41.00347";"Angewandte Konstruktion und Produktentwicklung I Projektgruppe";"";"Behr, Marek; Bosse, Dennis; Corves, Burkhard; Heimes, Heiner Hans; Hüsing, Mathias; Kowalski, Julia; Moers, Frederik; Reisgen, Uwe Kaspar; Schmitz, Katharina; Schröder, Kai-Uwe";"Lehrstuhl und Institut für Maschinenelemente und Systementwicklung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/564171"
"12.00139";"Applications of AI in Games";"PR";"Dettmer, Justin; Dierkes, Julian; Kalkreuth, Roman Tobias; Shavit, Hadar";"Lehrstuhl für Methodik der Künstlichen Intelligenz (Informatik 14)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562712"
"12.00247";"Applied Formal Methods Lab";"PR";"Völker, Marcus";"Lehrstuhl für Embedded Software (Informatik 11)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587027"
"12.04000";"Artificial Intelligence for Robotics";"PR";"Geffner, Hector";"Lehrstuhl für Maschinelles Lernen und Inferenz (Informatik 6)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/575649"
"12.45873";"Ausgesuchte Themen zur Eingebetteten Software";"SE";"Kowalewski, Stefan";"Lehrstuhl für Embedded Software (Informatik 11)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562114"
"12.00063";"Automated Planning and Knowledge Representation";"SE";"Helal, Hayyan; Lynn, Matthew James";"Lehr- und Forschungsgebiet Wissensbasierte Systeme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587004"
"12.00107";"Automatic Speech Recognition Search";"VO";"Schlüter, Ralf; Zeyer, Albert";"Lehrstuhl für Maschinelles Lernen und Inferenz (Informatik 6)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563157"
"12.00108";"Automatic Speech Recognition Search";"UE";"Schlüter, Ralf; Yang, Zijian";"Lehrstuhl für Maschinelles Lernen und Inferenz (Informatik 6)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563158"
"61.23106";"Automation of Complex Power Systems";"VU";"Monti, Antonello; Yavuzer, Aytug; Pananchickal Sajeev, Sreejith";"Lehrstuhl für Automation of Complex Power Systems";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561605"
"41.02736";"Automotive Engineering II";"VO";"Eckstein, Lutz";"Lehrstuhl und Institut für Kraftfahrzeuge (ika)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561833"
"41.06258";"Automotive Engineering II";"UE";"Werner, Dominik; Yordanov, Ventseslav";"Lehrstuhl und Institut für Kraftfahrzeuge (ika)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560839"
"12.00146";"Building Large Language Model Applications";"PR";"Decker, Stefan Josef; Mou, Yongli; Peng, Yixin";"Lehrstuhl für Informationssysteme und Datenbanken (Informatik 5)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562594"
"12.25110";"Business Process Intelligence";"UE";"Graves, Nina Yvette; Küsters, Aaron Ruben; Rennert, Christian; van der Aalst, Willibrordus Martinus Pancratius";"Lehrstuhl für Process and Data Science (Informatik 9)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562076"
"12.25109";"Business Process Intelligence";"VO";"van der Aalst, Willibrordus Martinus Pancratius; Graves, Nina Yvette; Küsters, Aaron Ruben; Rennert, Christian";"Lehrstuhl für Process and Data Science (Informatik 9)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562075"
"12.00058";"Competitive Programming";"PR";"Barth, Naomi; Gehnen, Matthias; Mock, Daniel Alexander; Rossmanith, Peter";"Lehr- und Forschungsgebiet Theoretische Informatik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563437"
"12.00096";"Computational Mathematical Modelling Program (CAMMP)";"PR";"Büsing, Christina Maria Katharina";"Lehr- und Forschungsgebiet Kombinatorische Optimierung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587077"
"13.29361";"Computational Physics";"VU";"Weßel, Stefan";"Lehr- und Forschungsgebiet Theoretische Physik (kondensierte Materie)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561542"
"12.14726";"Computer Vision";"VU";"Leibe, Bastian";"Lehrstuhl für Computer Vision (Informatik 13)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561315"
"42.00018";"Continuum Mechanical Modeling for Simulation Science";"VO";"Steldermann, Ingo";"Lehrstuhl für Methoden der Modellbasierten Entwicklung in den Computergestützten Ingenieurwissenschaften";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563196"
"42.35037";"Continuum Mechanical Modeling for Simulation Science";"UE";"Correa, Alan Jason; Chen, Qian";"Lehrstuhl für Methoden der Modellbasierten Entwicklung in den Computergestützten Ingenieurwissenschaften";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563076"
"12.56283";"Current Topics in Computer Graphics and Geometry Processing";"SE";"Kobbelt, Leif";"Lehrstuhl für Computergraphik, Geometrie und Multimedia (Informatik 8)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561276"
"12.42725";"Current Topics in Media Computing and HCI";"VU";"Borchers, Jan Oliver";"Lehrstuhl für Medieninformatik und Mensch-Computer-Interaktion (Informatik 10)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561835"
"12.00057";"Current Topics in Software Architecture";"SE";"Seiger, Ronny";"Lehr- und Forschungsgebiet Softwarearchitektur";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587000"
"KP.00011";"Data Science for Medical Applications";"SE";"Sifa, Rafet";"Bonn-Aachen International Center for Information Technology";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562874"
"12.00069";"Data Science in Medicine Seminar";"SE";"Decker, Stefan Josef; Mou, Yongli; Hayat, Sikander; Peng, Yixin";"Lehrstuhl für Informationssysteme und Datenbanken (Informatik 5)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563309"
"12.00023";"Datenstrommanagement und -analyse";"VU";"Geisler, Sandra; Belova, Anastasiia Albertovna; Kim, Soo-Yon";"Juniorprofessur für Datenstrom-Management und -Analyse";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563266"
"12.04001";"Deep Learning for Structured Data";"VU";"Morris, Christopher";"Lehrstuhl für Maschinelles Lernen auf Graphen";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/575806"
"12.06506";"Designing Interactive Systems II";"VU";"Borchers, Jan Oliver";"Lehrstuhl für Medieninformatik und Mensch-Computer-Interaktion (Informatik 10)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561746"
"12.24203";"Digitalisierung der Produktion";"PR";"Schroeder, Ulrik; Judel, Sven; Salmen, Frederic";"Lehr- und Forschungsgebiet Lerntechnologien";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562568"
"61.00042";"Digitization of Energy Distribution Grids";"VO";"Ulbig, Andreas; Sen, Ömer; Mahjoob, Amirali";"Lehrstuhl für Aktive Energieverteilnetze";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562812"
"61.00041";"Digitization of Energy Distribution Grids";"UE";"Sen, Ömer; Mahjoob, Amirali; Ulbig, Andreas";"Lehrstuhl für Aktive Energieverteilnetze";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562462"
"11.53160";"Diskrete Mathematik I";"UE";"Eickhoff, Katharina; Pabst, Philipp Tobias";"Lehrstuhl für Management Science";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562121"
"11.53158";"Diskrete Mathematik I";"VO";"Peis, Britta";"Lehrstuhl für Management Science";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561966"
"61.33737";"DSP Design Methodologies and Tools";"VO";"Leupers, Rainer";"Lehrstuhl für Software für Systeme auf Silizium";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560578"
"61.33738";"DSP Design Methodologies and Tools";"UE";"Melarcode Vaidyanathan, Arunkumar; Cubero-Cascante, José Andres";"Lehrstuhl für Software für Systeme auf Silizium";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560910"
"41.28942";"Einführung in die Arbeitswissenschaft";"VU";"Nitsch, Verena";"Lehrstuhl und Institut für Arbeitswissenschaft";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561109"
"92.02555";"Einführung in die Medizinische Informatik: Vorlesung";"VO";"Röhrig, Rainer";"Institut und Lehrstuhl für Medizinische Informatik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561748"
"12.24196";"Einführung in eingebettete Systeme";"VU";"Kowalewski, Stefan";"Lehrstuhl für Embedded Software (Informatik 11)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561168"
"12.00018";"Embedded Systems (International Academy)";"VU";"Kowalewski, Stefan";"Lehrstuhl für Embedded Software (Informatik 11)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563731"
"12.00073";"Emerging Technologies in Educational Technology: AI and Learning Analytics";"SE";"Ali, Lubna Kamel Nazih; Schroeder, Ulrik";"Lehr- und Forschungsgebiet Lerntechnologien";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563220"
"13.38568";"Experimentalphysik IV : Atome, Moleküle, Kerne (Übungsgruppen)";"UE";"von Plessen, Gero";"Lehr- und Forschungsgebiet Physik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560272"
"13.06243";"Experimentalphysik IV : Atome, Moleküle, Kerne (Vorlesung)";"VO";"von Plessen, Gero";"Lehr- und Forschungsgebiet Physik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560350"
"41.02431";"Fabrikplanung";"VO";"Dannapfel, Heinrich Matthias; Kapella, Christopher Thomas; Kuck, Moritz; Walter, Alexander";"Lehrstuhl für Produktionssystematik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561839"
"41.51521";"Fabrikplanung";"UE";"Kapella, Christopher Thomas; Dannapfel, Heinrich Matthias; Kuck, Moritz; Walter, Alexander";"Lehrstuhl für Produktionssystematik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560845"
"41.06947";"Fahrzeugtechnik II";"UE";"Werner, Dominik; Yordanov, Ventseslav";"Lehrstuhl und Institut für Kraftfahrzeuge (ika)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561281"
"41.01325";"Fahrzeugtechnik II";"VO";"Eckstein, Lutz";"Lehrstuhl und Institut für Kraftfahrzeuge (ika)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561058"
"41.02401";"Faserverbundwerkstoffe I";"VO";"Fischer, Kai; Hopmann, Christian; Schröder, Kai-Uwe";"Lehrstuhl für Kunststoffverarbeitung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561634"
"41.05602";"Faserverbundwerkstoffe I";"UE";"Fischer, Kai; Weber, Maximilian";"Lehrstuhl für Kunststoffverarbeitung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561099"
"61.00263";"Fehler und Stabilität in Elektrizitätsversorgungssystemen";"UE";"Moser, Albert; Dohlen, Damian";"Lehrstuhl für Übertragungsnetze und Energiewirtschaft";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560444"
"61.06867";"Fehler und Stabilität in Elektrizitätsversorgungssystemen";"VO";"Moser, Albert; Dohlen, Damian";"Lehrstuhl für Übertragungsnetze und Energiewirtschaft";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561798"
"41.02660";"Fertigungstechnik II";"UE";"Bergs, Thomas";"Lehrstuhl für Fertigungstechnologie";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561884"
"41.05342";"Fertigungstechnik II";"VO";"Bergs, Thomas";"Lehrstuhl für Fertigungstechnologie";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561883"
"12.07121";"Fixpoints and Induction in Logic and Computer Science";"UE";"Löding, Christof; Novotny, Tomas";"Lehrstuhl für Logik und Theorie diskreter Systeme (Informatik 7)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563290"
"12.07120";"Fixpoints and Induction in Logic and Computer Science";"VO";"Löding, Christof";"Lehrstuhl für Logik und Theorie diskreter Systeme (Informatik 7)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562418"
"12.00048";"Formal Methods";"SE";"Abraham, Erika; Richter, Pascal";"Lehr- und Forschungsgebiet Theorie Hybrider Systeme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/586999"
"12.53695";"Foundations of Functional Programming";"UE";"Giesl, Jürgen";"Lehr- und Forschungsgebiet Programmiersprachen und Verifikation";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/575145"
